cell_type,distance,inverse,size,dr,space[0],space[1]
PYR,0.0,False,5,0.24113572,0.0,0.0
PYR,6.0,False,5,0.23604254,0.0,0.0
PYR,8.485281,False,5,0.23126154,0.0,0.0
PYR,12.0,False,5,0.22244985,0.0,0.0
PYR,13.416408,False,5,0.21835394,0.0,0.0
PYR,16.970562,False,5,0.2069138,0.0,0.0
PYR,18.0,False,5,0.2032994,0.0,0.0
PYR,18.973665,False,5,0.19977194,0.0,0.0
PYR,21.633308,False,5,0.1895076,0.0,0.0
PYR,24.0,False,5,0.17953293,0.0,0.0
PYR,24.738634,False,5,0.1762501,0.0,0.0
PYR,25.455845,False,5,0.17298906,0.0,0.0
PYR,26.832815,False,5,0.16647595,0.0,0.0
PYR,30.0,False,5,0.15033254,0.0,0.0
PYR,30.594116,False,5,0.14711496,0.0,0.0
PYR,32.31099,False,5,0.13753647,0.0,0.0
PYR,33.941124,False,5,0.12806262,0.0,0.0
PYR,34.98571,False,5,0.121818535,0.0,0.0
PYR,36.0,False,5,0.11565228,0.0,0.0
PYR,36.496574,False,5,0.112605475,0.0,0.0
PYR,37.94733,False,5,0.103645094,0.0,0.0
PYR,38.418747,False,5,0.100726634,0.0,0.0
PYR,40.24922,False,5,0.08942411,0.0,0.0
PYR,42.0,False,5,0.07883641,0.0,0.0
PYR,42.426407,False,5,0.07631061,0.0,0.0
PYR,43.266617,False,5,0.07142691,0.0,0.0
PYR,43.68066,False,5,0.06906588,0.0,0.0
PYR,45.694637,False,5,0.058116414,0.0,0.0
PYR,46.8615,False,5,0.052234367,0.0,0.0
PYR,48.0,False,5,0.046874598,0.0,0.0
PYR,48.373547,False,5,0.045198824,0.0,0.0
PYR,49.47727,False,5,0.040498115,0.0,0.0
PYR,50.91169,False,5,0.03495781,0.0,0.0
PYR,51.264023,False,5,0.033694655,0.0,0.0
PYR,51.613953,False,5,0.0324789,0.0,0.0
PYR,53.66563,False,5,0.026071206,0.0,0.0
PYR,54.0,False,5,0.025131777,0.0,0.0
PYR,54.33231,False,5,0.024236083,0.0,0.0
PYR,55.31727,False,5,0.021754742,0.0,0.0
PYR,56.603886,False,5,0.018861309,0.0,0.0
PYR,56.920998,False,5,0.018196262,0.0,0.0
PYR,59.093147,False,5,0.01421988,0.0,0.0
PYR,59.39697,False,5,0.013735786,0.0,0.0
PYR,60.0,False,5,0.012798418,0.0,0.0
PYR,60.299255,False,5,0.0123407245,0.0,0.0
PYR,61.188232,False,5,0.011105463,0.0,0.0
PYR,61.77378,False,5,0.010363638,0.0,0.0
PYR,62.641838,False,5,0.009297401,0.0,0.0
PYR,63.780876,False,5,0.00805743,0.0,0.0
