cell_type,distance,inverse,size,dr,space[0],space[1]
PYR,0.0,False,5,0.25331217,0.0,0.0
PYR,6.0,False,5,0.24593194,0.0,0.0
PYR,8.485281,False,5,0.23870263,0.0,0.0
PYR,12.0,False,5,0.22472203,0.0,0.0
PYR,13.416408,False,5,0.21797782,0.0,0.0
PYR,16.970562,False,5,0.1987638,0.0,0.0
PYR,18.0,False,5,0.19270343,0.0,0.0
PYR,18.973665,False,5,0.18681076,0.0,0.0
PYR,21.633308,False,5,0.17014173,0.0,0.0
PYR,24.0,False,5,0.1549396,0.0,0.0
PYR,24.738634,False,5,0.15018308,0.0,0.0
PYR,25.455845,False,5,0.14557505,0.0,0.0
PYR,26.832815,False,5,0.13680147,0.0,0.0
PYR,30.0,False,5,0.11724333,0.0,0.0
PYR,30.594116,False,5,0.11371135,0.0,0.0
PYR,32.31099,False,5,0.103799865,0.0,0.0
PYR,33.941124,False,5,0.0948468,0.0,0.0
PYR,34.98571,False,5,0.08936529,0.0,0.0
PYR,36.0,False,5,0.08424124,0.0,0.0
PYR,36.496574,False,5,0.081805885,0.0,0.0
PYR,37.94733,False,5,0.07496645,0.0,0.0
PYR,38.418747,False,5,0.07283297,0.0,0.0
PYR,40.24922,False,5,0.0649569,0.0,0.0
PYR,42.0,False,5,0.058014765,0.0,0.0
PYR,42.426407,False,5,0.056410242,0.0,0.0
PYR,43.266617,False,5,0.053340085,0.0,0.0
PYR,43.68066,False,5,0.0518703,0.0,0.0
PYR,45.694637,False,5,0.045127816,0.0,0.0
PYR,46.8615,False,5,0.041511633,0.0,0.0
PYR,48.0,False,5,0.038170904,0.0,0.0
PYR,48.373547,False,5,0.03711694,0.0,0.0
PYR,49.47727,False,5,0.034109905,0.0,0.0
PYR,50.91169,False,5,0.030444413,0.0,0.0
PYR,51.264023,False,5,0.029582277,0.0,0.0
PYR,51.613953,False,5,0.028744064,0.0,0.0
PYR,53.66563,False,5,0.024126269,0.0,0.0
PYR,54.0,False,5,0.02342084,0.0,0.0
PYR,54.33231,False,5,0.022734381,0.0,0.0
PYR,55.31727,False,5,0.020776913,0.0,0.0
PYR,56.603886,False,5,0.018389426,0.0,0.0
PYR,56.920998,False,5,0.017829865,0.0,0.0
PYR,59.093147,False,5,0.014307223,0.0,0.0
PYR,59.39697,False,5,0.013857022,0.0,0.0
