cell_type,distance,inverse,size,dr,space[0],space[1]
PYR,0.0,False,5,0.93264,0.0,0.0
PYR,6.0,False,5,0.9148847,0.0,0.0
PYR,8.485281,False,5,0.89732456,0.0,0.0
PYR,12.0,False,5,0.8628281,0.0,0.0
PYR,13.416408,False,5,0.8459021,0.0,0.0
PYR,16.970562,False,5,0.79649115,0.0,0.0
PYR,18.0,False,5,0.78049636,0.0,0.0
PYR,18.973665,False,5,0.76473963,0.0,0.0
PYR,21.633308,False,5,0.71894157,0.0,0.0
PYR,24.0,False,5,0.67539614,0.0,0.0
PYR,24.738634,False,5,0.6613786,0.0,0.0
PYR,25.455845,False,5,0.64759994,0.0,0.0
PYR,26.832815,False,5,0.6208178,0.0,0.0
PYR,30.0,False,5,0.55814147,0.0,0.0
PYR,30.594116,False,5,0.5463422,0.0,0.0
PYR,32.31099,False,5,0.51229066,0.0,0.0
PYR,33.941124,False,5,0.48025995,0.0,0.0
PYR,34.98571,False,5,0.46002227,0.0,0.0
PYR,36.0,False,5,0.4406628,0.0,0.0
PYR,36.496574,False,5,0.43126214,0.0,0.0
PYR,37.94733,False,5,0.40423745,0.0,0.0
PYR,38.418747,False,5,0.39556557,0.0,0.0
PYR,40.24922,False,5,0.36290455,0.0,0.0
PYR,42.0,False,5,0.33301255,0.0,0.0
PYR,42.426407,False,5,0.3258693,0.0,0.0
PYR,43.266617,False,5,0.31206226,0.0,0.0
PYR,43.68066,False,5,0.30549788,0.0,0.0
PYR,45.694637,False,5,0.27427307,0.0,0.0
PYR,46.8615,False,5,0.25701937,0.0,0.0
PYR,48.0,False,5,0.24114369,0.0,0.0
PYR,48.373547,False,5,0.23590666,0.0,0.0
PYR,49.47727,False,5,0.2211834,0.0,0.0
PYR,50.91169,False,5,0.20267153,0.0,0.0
PYR,51.264023,False,5,0.19851354,0.0,0.0
PYR,51.613953,False,5,0.19412404,0.0,0.0
PYR,53.66563,False,5,0.17059244,0.0,0.0
PYR,54.0,False,5,0.16723555,0.0,0.0
PYR,54.33231,False,5,0.1636517,0.0,0.0
PYR,55.31727,False,5,0.15316601,0.0,0.0
PYR,56.603886,False,5,0.14037308,0.0,0.0
PYR,56.920998,False,5,0.13761756,0.0,0.0
PYR,59.093147,False,5,0.11829528,0.0,0.0
PYR,59.39697,False,5,0.115508124,0.0,0.0
PYR,60.0,False,5,0.110919744,0.0,0.0
PYR,60.299255,False,5,0.10901165,0.0,0.0
PYR,61.188232,False,5,0.10221274,0.0,0.0
PYR,61.77378,False,5,0.09748297,0.0,0.0
PYR,62.641838,False,5,0.091848165,0.0,0.0
PYR,63.780876,False,5,0.083826676,0.0,0.0
PYR,64.62198,False,5,0.07916379,0.0,0.0
PYR,64.899925,False,5,0.07714926,0.0,0.0
PYR,66.0,False,5,0.07206166,0.0,0.0
PYR,66.27216,False,5,0.07057206,0.0,0.0
PYR,67.08204,False,5,0.06592211,0.0,0.0
PYR,67.88225,False,5,0.061226353,0.0,0.0
PYR,68.41052,False,5,0.059303537,0.0,0.0
PYR,69.97142,False,5,0.052257866,0.0,0.0
PYR,70.2282,False,5,0.051820435,0.0,0.0
PYR,72.0,False,5,0.04632847,0.0,0.0
PYR,72.249565,False,5,0.044407785,0.0,0.0
PYR,72.498276,False,5,0.043249905,0.0,0.0
PYR,72.99315,False,5,0.042802624,0.0,0.0
PYR,73.239334,False,5,0.040258028,0.0,0.0
PYR,74.215904,False,5,0.03881096,0.0,0.0
PYR,75.17979,False,5,0.034850977,0.0,0.0
PYR,75.89466,False,5,0.033906087,0.0,0.0
PYR,76.36753,False,5,0.031168655,0.0,0.0
PYR,76.837494,False,5,0.03009808,0.0,0.0
PYR,78.0,False,5,0.029322824,0.0,0.0
PYR,78.23043,False,5,0.028708745,0.0,0.0
PYR,78.91768,False,5,0.028583549,0.0,0.0
PYR,80.04999,False,5,0.026087128,0.0,0.0
PYR,80.49844,False,5,0.023338974,0.0,0.0
PYR,80.72174,False,5,0.021957666,0.0,0.0
PYR,81.608826,False,5,0.02182763,0.0,0.0
PYR,83.35467,False,5,0.018495947,0.0,0.0
PYR,83.57033,False,5,0.01961881,0.0,0.0
PYR,84.0,False,5,0.022603378,0.0,0.0
PYR,84.21401,False,5,0.022214554,0.0,0.0
PYR,84.85281,False,5,0.019309163,0.0,0.0
PYR,85.276024,False,5,0.0153353885,0.0,0.0
PYR,85.90693,False,5,0.017800827,0.0,0.0
PYR,86.53323,False,5,0.014284633,0.0,0.0
PYR,87.36132,False,5,0.017211169,0.0,0.0
PYR,88.588936,False,5,0.013068862,0.0,0.0
PYR,89.19641,False,5,0.013018366,0.0,0.0
PYR,90.0,False,5,0.012655878,-9.0,-9.0
PYR,90.199776,False,5,0.01973547,-45.0,-45.0
PYR,90.79648,False,5,0.018768057,-45.0,-45.0
PYR,91.389275,False,5,0.012420565,0.0,0.0
PYR,91.58602,False,5,0.010267973,0.0,0.0
PYR,91.78235,False,5,0.017275631,-45.0,-45.0
PYR,93.14505,False,5,0.015407771,-45.0,-45.0
PYR,93.3381,False,5,0.008133963,0.0,0.0
PYR,93.723,False,5,0.008048408,0.0,0.0
PYR,93.914856,False,5,0.010130763,0.0,0.0
PYR,94.86833,False,5,0.0097172605,-15.0,-15.0
PYR,96.74709,False,5,0.008074321,0.0,0.0
PYR,96.93297,False,5,0.011222541,-45.0,-45.0
PYR,97.67292,False,5,0.00596191,0.0,0.0
PYR,98.40732,False,5,0.0060057864,0.0,0.0
PYR,99.31767,False,5,0.009204596,-45.0,-45.0
PYR,99.8599,False,5,0.006311707,0.0,0.0
PYR,101.82338,False,5,0.0044618547,0.0,0.0
PYR,102.0,False,5,0.0073778927,-45.0,-45.0
PYR,102.176315,False,5,0.0045360774,0.0,0.0
PYR,103.227905,False,5,0.004864745,0.0,0.0
PYR,104.95713,False,5,0.0058021396,-45.0,-45.0
PYR,106.15083,False,5,0.00345999,0.0,0.0
PYR,106.826965,False,5,0.003731437,0.0,0.0
PYR,108.16654,False,5,0.0044989586,-45.0,-45.0
PYR,110.308655,False,5,0.0027314425,0.0,0.0
PYR,110.63454,False,5,0.0028896406,0.0,0.0
PYR,111.60645,False,5,0.0034709126,-45.0,-45.0
PYR,114.62984,False,5,0.0023102537,0.0,0.0
PYR,115.25623,False,5,0.0027023554,-45.0,-45.0
PYR,118.79394,False,5,0.0019748062,0.0,0.0
PYR,119.096596,False,5,0.002173826,-45.0,-45.0
PYR,123.10971,False,5,0.001864776,-45.0,-45.0
PYR,127.27922,False,5,0.0017633438,-90.0,-90.0
PYR,0.0,False,15,0.6135017,0.0,0.0
PYR,6.0,False,15,0.6126202,0.0,0.0
PYR,8.485281,False,15,0.6105448,0.0,0.0
PYR,12.0,False,15,0.60295576,0.0,0.0
PYR,13.416408,False,15,0.5975546,0.0,0.0
PYR,16.970562,False,15,0.5759517,0.0,0.0
PYR,18.0,False,15,0.5672486,0.0,0.0
PYR,18.973665,False,15,0.557935,0.0,0.0
PYR,21.633308,False,15,0.52716786,0.0,0.0
PYR,24.0,False,15,0.49366498,0.0,0.0
PYR,24.738634,False,15,0.4821825,0.0,0.0
PYR,25.455845,False,15,0.4706115,0.0,0.0
PYR,26.832815,False,15,0.4474382,0.0,0.0
PYR,30.0,False,15,0.3907263,0.0,0.0
PYR,30.594116,False,15,0.3798093,0.0,0.0
PYR,32.31099,False,15,0.3481782,0.0,0.0
PYR,33.941124,False,15,0.31845638,0.0,0.0
PYR,34.98571,False,15,0.29978678,0.0,0.0
PYR,36.0,False,15,0.28202814,0.0,0.0
PYR,36.496574,False,15,0.27351952,0.0,0.0
PYR,37.94733,False,15,0.24936087,0.0,0.0
PYR,38.418747,False,15,0.24177781,0.0,0.0
PYR,40.24922,False,15,0.21351485,0.0,0.0
PYR,42.0,False,15,0.18845361,0.0,0.0
PYR,42.426407,False,15,0.18270247,0.0,0.0
PYR,43.266617,False,15,0.17169985,0.0,0.0
PYR,43.68066,False,15,0.16638479,0.0,0.0
PYR,45.694637,False,15,0.1424005,0.0,0.0
PYR,46.8615,False,15,0.12974548,0.0,0.0
PYR,48.0,False,15,0.11803663,0.0,0.0
PYR,48.373547,False,15,0.11446206,0.0,0.0
PYR,49.47727,False,15,0.10418725,0.0,0.0
PYR,50.91169,False,15,0.09201722,0.0,0.0
PYR,51.264023,False,15,0.08907513,0.0,0.0
PYR,51.613953,False,15,0.086388506,0.0,0.0
PYR,53.66563,False,15,0.07137246,0.0,0.0
PYR,54.0,False,15,0.06898059,0.0,0.0
PYR,54.33231,False,15,0.06680524,0.0,0.0
PYR,55.31727,False,15,0.060743395,0.0,0.0
PYR,56.603886,False,15,0.053363338,0.0,0.0
PYR,56.920998,False,15,0.0515166,0.0,0.0
PYR,59.093147,False,15,0.04077319,0.0,0.0
PYR,59.39697,False,15,0.039538756,0.0,0.0
PYR,60.0,False,15,0.036790106,0.0,0.0
PYR,60.299255,False,15,0.035330765,0.0,0.0
PYR,61.188232,False,15,0.031808212,0.0,0.0
PYR,61.77378,False,15,0.029830016,0.0,0.0
PYR,62.641838,False,15,0.026589409,0.0,0.0
PYR,63.780876,False,15,0.023186944,0.0,0.0
PYR,64.62198,False,15,0.020476617,0.0,0.0
PYR,64.899925,False,15,0.019870937,0.0,0.0
PYR,66.0,False,15,0.01650998,0.0,0.0
PYR,66.27216,False,15,0.015851416,0.0,0.0
PYR,67.08204,False,15,0.0141499415,0.0,0.0
PYR,67.88225,False,15,0.012773171,0.0,0.0
PYR,68.41052,False,15,0.011471912,0.0,0.0
PYR,69.97142,False,15,0.008775584,0.0,0.0
PYR,70.2282,False,15,0.008099675,0.0,0.0
PYR,72.0,False,15,0.0051203817,0.0,0.0
PYR,72.249565,False,15,0.005202677,0.0,0.0
PYR,72.498276,False,15,0.004966609,0.0,0.0
PYR,72.99315,False,15,0.003946848,0.0,0.0
PYR,73.239334,False,15,0.004335068,0.0,0.0
PYR,74.215904,False,15,0.0026913732,0.0,0.0
PYR,75.17979,False,15,0.0022364184,0.0,0.0
PYR,75.89466,False,15,0.0012720674,0.0,0.0
PYR,76.36753,False,15,0.001529336,0.0,0.0
PYR,76.837494,False,15,0.0011485219,0.0,0.0
PYR,78.0,False,15,-0.00028561553,0.0,0.0
PYR,78.23043,False,15,-0.0003371276,0.0,0.0
PYR,78.91768,False,15,-0.0011361912,0.0,0.0
PYR,80.04999,False,15,-0.0015951172,0.0,0.0
PYR,80.49844,False,15,-0.0011964068,0.0,0.0
PYR,80.72174,False,15,-0.00086313486,0.0,0.0
PYR,81.608826,False,15,-0.0016777888,0.0,0.0
PYR,83.35467,False,15,-0.0019696876,0.0,0.0
PYR,83.57033,False,15,-0.002497092,0.0,0.0
PYR,84.0,False,15,-0.003246814,0.0,0.0
PYR,84.21401,False,15,-0.0032762885,0.0,0.0
PYR,84.85281,False,15,-0.0028790187,0.0,0.0
PYR,85.276024,False,15,-0.0020548105,0.0,0.0
PYR,85.90693,False,15,-0.003103029,0.0,0.0
PYR,86.53323,False,15,-0.002388522,0.0,0.0
