dr
0.16995591
0.16022678
0.13592966
0.10662784
0.07673985
0.04652705
0.026659526
0.015670998
0.00986399
0.0070171976
0.0058893473
0.0057834033
0.0059817345
0.0055879257
0.0048263757
0.0033854013
0.0010904927
-0.0003091648
-0.001145804
-0.0017092734
-0.0019280463
-0.0019726753
0.2171194
0.20941086
0.18749371
0.1567085
0.12421461
0.097928315
0.088001326
0.08432194
0.07524563
0.05842683
0.038028296
0.019874547
0.006540333
-0.0020278983
-0.0057924287
-0.005854795
-0.0036693716
-0.0015381217
0.00011073649
0.0017231673
0.0025173873
0.0027172565
0.3605693
0.3402862
0.291707
0.23356505
0.17806415
0.13607982
0.12070615
0.11313037
0.09464294
0.065524235
0.035561446
0.013476134
0.00051908416
-0.0052119307
-0.0064677964
-0.005006658
-0.0018126924
0.00029301347
0.0015864372
0.0024705946
0.0028164685
0.0028885603
0.37837273
0.36579347
0.32815704
0.27391616
0.21359934
0.15521295
0.12066216
0.09961002
0.07917071
0.05686989
0.034972716
0.017721578
0.0062942067
-0.0002582773
-0.0028727704
-0.0029619883
-0.00171985
-0.0005576968
0.00030401052
0.0010902494
0.0014625192
0.0015536547
0.42258722
0.40857258
0.37214348
0.32125217
0.25899264
0.18449174
0.12982164
0.09682127
0.07546096
0.055127017
0.031864896
0.011345312
-0.0025974184
-0.009062982
-0.01026273
-0.0077956123
-0.0027645677
0.00050983875
0.0025092482
0.0038653673
0.0043920577
0.004499316
0.5977228
0.56043583
0.4750531
0.3794263
0.285679
0.18952338
0.11980801
0.07093902
0.035096344
0.010437195
-0.0056697973
-0.01281483
-0.012993055
-0.007993224
-0.0030149093
0.0005890018
0.0035828894
0.004089713
0.0036698193
0.0023307144
0.0014534593
0.0011932254
0.5120489
0.47980088
0.4074884
0.32860383
0.2516605
0.16868791
0.10432407
0.05948567
0.0311315
0.013739884
0.0005981107
-0.007859031
-0.011218106
-0.009381363
-0.0061434587
-0.0026506765
0.0013648882
0.002978687
0.0034647912
0.0030770688
0.0026835948
0.0025482178
0.5092165
0.4799096
0.41284564
0.3368524
0.25888893
0.17124897
0.10381534
0.05997609
0.03427068
0.016877018
0.0007737814
-0.010919847
-0.016172227
-0.014283035
-0.010148688
-0.005182721
0.00093034585
0.0036640435
0.00472472
0.0045775385
0.004228115
0.004091859
0.4963215
0.4696405
0.40533778
0.32817635
0.24618989
0.15561645
0.090608805
0.052547336
0.03140776
0.01580718
0.00067262526
-0.00991333
-0.014134211
-0.011833899
-0.007807742
-0.0034716316
0.0015353587
0.0035762414
0.004218644
0.0037901192
0.0033312887
0.0031710267
0.79835236
0.7734572
0.7094939
0.6281178
0.5372825
0.4283482
0.33538336
0.25634655
0.18638782
0.13081834
0.08756143
0.05565466
0.033114634
0.015930792
0.0058744294
0.0004129716
-0.003669411
-0.0044483813
-0.0040838895
-0.0027023077
-0.0017862022
-0.0015141964
2.1526942
2.0758696
1.8767421
1.6199753
1.3346157
1.0057817
0.7390777
0.5212392
0.33516994
0.19496457
0.09507001
0.033363633
0.00114844
-0.010484746
-0.011422843
-0.0072257905
-0.00014668162
0.0036693632
0.005531681
0.0060735764
0.006034553
0.0059702396
2.4718597
2.3696313
2.1140153
1.7960813
1.4552442
1.0809987
0.7911563
0.5591296
0.3559825
0.1989471
0.089270964
0.027004322
-0.000115156174
-0.0050588055
-0.0019197329
0.0023560347
0.0064169494
0.0070277066
0.0062610926
0.0040182173
0.0025569499
0.0021272898
2.2992544
2.2277582
2.033769
1.7725937
1.4734931
1.1218975
0.83323455
0.59545213
0.3913369
0.23717304
0.12684385
0.057486802
0.019641303
0.002923867
-0.0016832257
-0.0010153119
0.0014841638
0.0028247505
0.003340304
0.003137642
0.0028634965
0.002762556
1.4590986
1.4108641
1.2839568
1.1110542
0.9029632
0.644095
0.43192777
0.27528962
0.16186908
0.08368107
0.02720844
-0.006010199
-0.018580053
-0.013809413
-0.004860255
0.0028898313
0.009618659
0.010601034
0.009377575
0.005829811
0.0035248995
0.002842784
0.21459293
0.18818413
0.13161004
0.07303009
0.021131238
-0.022310996
-0.04346694
-0.04725652
-0.0426104
-0.036370557
-0.028714774
-0.017313259
-0.0034118653
0.011693304
0.021009393
0.021895092
0.016064288
0.009139722
0.003166616
-0.0035331608
-0.0070411265
-0.007962823
-0.108148575
-0.120277435
-0.13986251
-0.15139553
-0.15440007
-0.15167418
-0.14410856
-0.1255923
-0.09610176
-0.068637244
-0.04850877
-0.032232992
-0.016996644
-5.646892e-05
0.011446694
0.015576192
0.014493457
0.010246101
0.0057460903
-0.00015520453
-0.0034187436
-0.0043059587
-0.4797187
-0.47817117
-0.4664257
-0.44387928
-0.41431403
-0.37408346
-0.32825607
-0.2665777
-0.19342145
-0.13389766
-0.092980124
-0.06226531
-0.03560868
-0.007790931
0.0108680185
0.018640285
0.019480413
0.014752006
0.009099275
0.0011840522
-0.0032774806
-0.0045062304
-0.41229558
-0.40633428
-0.39037395
-0.37119907
-0.35115626
-0.32139295
-0.27891043
-0.21728933
-0.14852051
-0.09825505
-0.067354344
-0.044810634
-0.024291558
-0.0019892636
0.013006851
0.018544596
0.017632972
0.012603149
0.007171631
-2.0986796e-05
-0.004009545
-0.005096078
0.71361214
0.67279047
0.5710318
0.44739404
0.31809863
0.1794509
0.078820914
0.013213601
-0.025981737
-0.04291248
-0.04476762
-0.036412317
-0.023406263
-0.008642266
0.0012754466
0.005879475
0.007647176
0.0063823834
0.0044159023
0.0013763725
-0.00038072467
-0.000870049
2.1272423
1.9374567
1.4871036
0.9793483
0.5070725
0.10470144
-0.08908772
-0.1259535
-0.08140666
-0.022934454
0.017917342
0.034795307
0.034716766
0.023507396
0.012438945
0.003571317
-0.005119921
-0.00791364
-0.008240029
-0.0065230457
-0.0052012503
-0.004784882
3.0422575
2.7483845
2.0700226
1.3332828
0.6794413
0.16274352
-0.0547217
-0.07265847
-0.01245888
0.03921616
0.058654092
0.052787267
0.035188675
0.013140391
-0.0020749427
-0.009248613
-0.012047965
-0.0100713745
-0.00697771
-0.0021787554
0.00059871376
0.0013716221
2.7297027
2.522997
2.022274
1.442186
0.88364166
0.37637213
0.095031574
-0.012483765
-0.024047134
-0.0031031668
0.014971379
0.021278966
0.018922374
0.011140935
0.0043419343
-0.0003291586
-0.0042086286
-0.004960358
-0.0045509906
-0.0030415803
-0.0020388663
-0.0017401576
2.874654
2.692614
2.2481325
1.7169002
1.172279
0.62087
0.27140975
0.1119049
0.07946015
0.09496631
0.10142768
0.085176185
0.05582868
0.020878982
-0.00296845
-0.014101801
-0.018319577
-0.015140438
-0.010252923
-0.0027171106
0.001637727
0.0028496385
2.8859742
2.6965601
2.2580671
1.7719444
1.3107439
0.86673766
0.5729576
0.3911943
0.27173528
0.18725204
0.115485
0.055866014
0.01119744
-0.018711185
-0.03192904
-0.03021245
-0.018148432
-0.0072112605
0.0010993093
0.009150436
0.013098717
0.01409024
2.6779306
2.5184677
2.1459818
1.7247251
1.3086265
0.87585783
0.56354856
0.36186957
0.24235222
0.1745999
0.12122467
0.07194067
0.029483354
-0.0045548277
-0.022779638
-0.025910605
-0.019344078
-0.010697981
-0.0031799674
0.005177155
0.009527966
0.010666132
2.8240378
2.6664052
2.2907176
1.85339
1.4079
0.9350543
0.59805787
0.3941406
0.28612998
0.22622831
0.16912232
0.10706936
0.048959237
-0.00042963092
-0.028072871
-0.034497052
-0.027615018
-0.016476749
-0.0062906267
0.0055255294
0.011777893
0.013431728
2.8159113
2.6648026
2.2952805
1.8526211
1.392424
0.90353215
0.56256837
0.36372414
0.26064616
0.20214751
0.14657022
0.088915475
0.037203353
-0.004821729
-0.027476551
-0.03157822
-0.02381114
-0.013326369
-0.0041487813
0.0061116605
0.011465132
0.012867689
0.14073277
0.13270992
0.11303587
0.090421036
0.06961254
0.053335704
0.047636945
0.04881097
0.0502542
0.047900654
0.042078964
0.034187082
0.025745427
0.01604338
0.008789166
0.003321377
-0.0022008799
-0.00423678
-0.004765901
-0.004146868
-0.003578499
-0.0033885837
