dr
0.25294262
0.24195245
0.21451116
0.1809979
0.14545886
0.10579642
0.07463335
0.050775994
0.032066558
0.019007822
0.010226296
0.0049513094
0.0021569885
0.00080086617
0.0002902841
0.00012327851
3.3734876e-05
1.0429323e-05
3.0905007e-06
7.390976e-07
2.3841858e-07
1.7881393e-07
0.9345384
0.864177
0.70031774
0.5197741
0.35342658
0.20317201
0.11161653
0.061069947
0.033384595
0.019136753
0.010817004
0.005752066
0.0027898117
0.0011562154
0.0004600537
0.00020631986
5.8760696e-05
1.834333e-05
5.5223704e-06
1.2665987e-06
2.8312206e-07
2.3841858e-07
1.2053936
1.0971822
0.8553875
0.6036382
0.38704932
0.20888774
0.11191797
0.06510475
0.04070612
0.026056495
0.015383001
0.008129946
0.0038245774
0.0015274559
0.0005893782
0.00026069218
7.398697e-05
2.3540855e-05
7.1197746e-06
1.5735626e-06
3.2782555e-07
-5.9604645e-08
1.0579209
0.98388445
0.8081267
0.610337
0.42475164
0.25405306
0.14760526
0.08616277
0.049902473
0.029480083
0.016778106
0.008880957
0.004271244
0.0017559432
0.0006956458
0.00031218817
8.9721245e-05
2.862364e-05
8.764863e-06
2.3394823e-06
5.811453e-07
4.172325e-07
0.78710455
0.7327925
0.60348153
0.4545072
0.3081787
0.16578431
0.07569369
0.02977121
0.012365787
0.008683705
0.0073237857
0.0053255903
0.0031473166
0.0014867659
0.00064285303
0.0003017485
8.950315e-05
2.8933584e-05
8.893013e-06
2.1338462e-06
5.662441e-07
2.9802322e-07
0.36078674
0.32625195
0.25039187
0.17246637
0.105495155
0.050151758
0.021202223
0.010516129
0.008663959
0.0085572
0.007138283
0.004872025
0.0027532964
0.0012669155
0.0005402775
0.00025187474
7.417256e-05
2.3840368e-05
7.3045494e-06
1.7344952e-06
4.4703484e-07
2.9802322e-07
0.29249024
0.2657797
0.20687728
0.14541619
0.09019369
0.039496213
0.008742806
-0.0042697005
-0.004719056
-0.00051736087
0.0023795585
0.0028529484
0.0020330674
0.00105986
0.00048303197
0.00023164217
6.928092e-05
2.2408367e-05
6.9230796e-06
1.6897917e-06
4.917383e-07
2.3841858e-07
0.23268855
0.20946984
0.15718147
0.10085984
0.048617393
0.00068995357
-0.025358927
-0.030224552
-0.02052721
-0.008257782
-0.00060443755
0.0019845972
0.0018679202
0.0010695892
0.00050906226
0.0002493939
7.594715e-05
2.4873018e-05
7.656216e-06
1.8835068e-06
4.917383e-07
8.940697e-07
0.2650118
0.24268383
0.18993601
0.12982857
0.07150877
0.016936896
-0.012734436
-0.01936145
-0.011832422
-0.0024887514
0.0024242024
0.0032530883
