cell_type,distance,inverse,size,dr,space[0],space[1]
PYR,0.0,False,5,0.4841768,0.0,0.0
PYR,6.0,False,5,0.47203356,0.0,0.0
PYR,8.485281,False,5,0.4600075,0.0,0.0
PYR,12.0,False,5,0.43643576,0.0,0.0
PYR,13.416408,False,5,0.42491427,0.0,0.0
PYR,16.970562,False,5,0.3916069,0.0,0.0
PYR,18.0,False,5,0.380957,0.0,0.0
PYR,18.973665,False,5,0.37053907,0.0,0.0
PYR,21.633308,False,5,0.34072983,0.0,0.0
PYR,24.0,False,5,0.31311727,0.0,0.0
PYR,24.738634,False,5,0.3043949,0.0,0.0
PYR,25.455845,False,5,0.29590678,0.0,0.0
PYR,26.832815,False,5,0.27963865,0.0,0.0
PYR,30.0,False,5,0.24286048,0.0,0.0
PYR,30.594116,False,5,0.23614046,0.0,0.0
PYR,32.31099,False,5,0.21714863,0.0,0.0
PYR,33.941124,False,5,0.19981164,0.0,0.0
PYR,34.98571,False,5,0.18910879,0.0,0.0
PYR,36.0,False,5,0.17903799,0.0,0.0
PYR,36.496574,False,5,0.17422965,0.0,0.0
PYR,37.94733,False,5,0.16064219,0.0,0.0
PYR,38.418747,False,5,0.15637878,0.0,0.0
PYR,40.24922,False,5,0.14052328,0.0,0.0
PYR,42.0,False,5,0.12639165,0.0,0.0
PYR,42.426407,False,5,0.12310334,0.0,0.0
PYR,43.266617,False,5,0.11678682,0.0,0.0
PYR,43.68066,False,5,0.11375325,0.0,0.0
PYR,45.694637,False,5,0.099730775,0.0,0.0
PYR,46.8615,False,5,0.09214315,0.0,0.0
PYR,48.0,False,5,0.085096955,0.0,0.0
PYR,48.373547,False,5,0.08286241,0.0,0.0
PYR,49.47727,False,5,0.07647097,0.0,0.0
PYR,50.91169,False,5,0.06863065,0.0,0.0
PYR,51.264023,False,5,0.066785,0.0,0.0
PYR,51.613953,False,5,0.064979635,0.0,0.0
PYR,53.66563,False,5,0.05501625,0.0,0.0
PYR,54.0,False,5,0.053493842,0.0,0.0
PYR,54.33231,False,5,0.052004553,0.0,0.0
PYR,55.31727,False,5,0.047743198,0.0,0.0
PYR,56.603886,False,5,0.042532466,0.0,0.0
PYR,56.920998,False,5,0.041314192,0.0,0.0
PYR,59.093147,False,5,0.03357908,0.0,0.0
PYR,59.39697,False,5,0.03258033,0.0,0.0
PYR,60.0,False,5,0.03067644,0.0,0.0
PYR,60.299255,False,5,0.02977126,0.0,0.0
PYR,61.188232,False,5,0.027166657,0.0,0.0
PYR,61.77378,False,5,0.025533922,0.0,0.0
PYR,62.641838,False,5,0.023283415,0.0,0.0
PYR,63.780876,False,5,0.020537794,0.0,0.0
PYR,64.62198,False,5,0.018703409,0.0,0.0
PYR,64.899925,False,5,0.018111922,0.0,0.0
PYR,66.0,False,5,0.015995786,0.0,0.0
PYR,66.27216,False,5,0.01549536,0.0,0.0
PYR,67.08204,False,5,0.014072355,0.0,0.0
PYR,67.88225,False,5,0.012768,0.0,0.0
PYR,68.41052,False,5,0.011993911,0.0,0.0
PYR,69.97142,False,5,0.009890184,0.0,0.0
PYR,70.2282,False,5,0.009599604,0.0,0.0
PYR,72.0,False,5,0.0077279955,0.0,0.0
PYR,72.249565,False,5,0.0074494965,0.0,0.0
PYR,72.498276,False,5,0.007202238,0.0,0.0
PYR,72.99315,False,5,0.0068055466,0.0,0.0
PYR,73.239334,False,5,0.0065300986,0.0,0.0
PYR,74.215904,False,5,0.005809836,0.0,0.0
PYR,75.17979,False,5,0.005082242,0.0,0.0
PYR,75.89466,False,5,0.0046632662,0.0,0.0
PYR,76.36753,False,5,0.0043295026,0.0,0.0
PYR,76.837494,False,5,0.0040693358,0.0,0.0
PYR,78.0,False,5,0.0035627435,0.0,0.0
PYR,78.23043,False,5,0.0034572333,0.0,0.0
PYR,78.91768,False,5,0.0032187924,0.0,0.0
PYR,80.04999,False,5,0.002769038,0.0,0.0
PYR,80.49844,False,5,0.0025266036,0.0,0.0
PYR,80.72174,False,5,0.002418302,0.0,0.0
PYR,81.608826,False,5,0.0022034235,0.0,0.0
PYR,83.35467,False,5,0.0017244667,0.0,0.0
PYR,83.57033,False,5,0.001736261,0.0,0.0
PYR,84.0,False,5,0.0018693656,0.0,0.0
